,start_time,end_time,line,value,duration,tracks,laugh_start,laugh_end,start_sec,end_sec
74,"00:03:28,583","00:03:30,585",She's a fucking made guy.,1,1.6599999999999966,"#34, ","210.23, ","211.89, ",208.58,210.59
75,"00:03:30,669","00:03:32,587","She's gonna give 'em the wars,",0,0.0,,,,210.67,212.59
76,"00:03:32,671","00:03:35,090","she's gonna microchip the babies,",1,2.469999999999999,"#35, ","214.78, ","217.25, ",212.67,215.09
77,"00:03:35,173","00:03:36,299",phase out the cash.,0,0.0,,,,215.17,216.3
78,"00:03:36,383","00:03:40,178","She's not gonna do it, but she's gonna keep steering it in that direction.",1,2.119999999999976,"#36, ","219.11, ","221.23, ",216.38,220.18
79,"00:03:40,262","00:03:43,181",Privatizing water. Water's not a basic human right.,1,3.1100000000000136,"#37, ","222.88, ","225.99, ",220.26,223.18
80,"00:03:43,265","00:03:44,266",She's gonna...,0,0.0,,,,223.26,224.27
81,"00:03:44,850","00:03:46,768","go through the whole fucking thing,",0,0.0,,,,224.85,226.77
82,"00:03:46,852","00:03:49,521",that psycho fucking thing that you do,1,0.5700000000000216,"#38, ","228.89, ","229.46, ",226.85,229.52
83,"00:03:49,604","00:03:51,314",when you go after that kind of power.,0,0.0,,,,229.6,231.31
84,"00:03:51,398","00:03:54,985","You've got to put it all over here in a little box, all your evil,",0,0.0,,,,231.4,234.99
85,"00:03:55,068","00:03:57,237","as you're just sitting there, fucking smiling,",1,1.7099999999999795,"#39, ","236.08, ","237.79, ",235.07,237.24
86,"00:03:57,320","00:03:58,989",knowing what's really going on.,1,1.4799999999999898,"#40, ","239.21, ","240.69, ",237.32,238.99
87,"00:03:59,823","00:04:01,867",As you're talking to Joe Sixpack.,0,0.0,,,,239.82,241.87
88,"00:04:01,950","00:04:04,786",He puts his pants on one leg at a time.,1,3.4199999999999875,"#41, ","244.02, ","247.44, ",241.95,244.79
89,"00:04:07,330","00:04:08,665","No, it's so fucking, you know...",0,0.0,,,,247.33,248.66
90,"00:04:10,333","00:04:11,752","It's unreal. Like, I don't know...",1,2.030000000000001,"#42, ","251.03, ","253.06, ",250.33,251.75
91,"00:04:12,753","00:04:14,629",These are the two worst choices ever.,1,3.2499999999999716,"#43, ","254.09, ","257.34, ",252.75,254.63
92,"00:04:15,797","00:04:19,009","Trump, if he wasn't... if he wasn't so fucking racist...",0,0.0,,,,255.8,259.01
93,"00:04:19,593","00:04:22,387",If he wasn't so racist... I can deal with the pussy-grabbing.,2,4.670000000000016,"#44, #45, ","260.59, 262.46, ","261.7, 266.02, ",259.59,262.39
94,"00:04:22,471","00:04:23,722",That's not in my world.,0,0.0,,,,262.47,263.72
95,"00:04:24,639","00:04:27,517","I'm selfish, like every other voter, all right?",1,3.099999999999966,"#46, ","266.61, ","269.71, ",264.64,267.52
96,"00:04:28,226","00:04:30,729",If he wasn't so fucking racist...,1,1.5400000000000205,"#47, ","270.88, ","272.42, ",268.23,270.73
97,"00:04:31,605","00:04:33,565","he would actually scare me a little less,",0,0.0,,,,271.61,273.56
98,"00:04:33,648","00:04:35,817",because he's so obviously a dope.,1,1.7300000000000182,"#48, ","275.63, ","277.36, ",273.65,275.82
99,"00:04:35,901","00:04:38,403","He's so dumb, I don't think he could get away with anything.",1,2.2100000000000364,"#49, ","278.26, ","280.47, ",275.9,278.4
100,"00:04:38,487","00:04:39,738",You know what he reminds me of?,0,0.0,,,,278.49,279.74
101,"00:04:39,821","00:04:41,281",Have you ever watched <i>Law & Order</i>,0,0.0,,,,279.82,281.28
102,"00:04:41,364","00:04:45,035","and they make an arrest, like, within the first 15 minutes, you know,",1,0.7599999999999909,"#50, ","282.11, ","282.87, ",281.36,285.04
103,"00:04:45,118","00:04:47,287","and they're trying to get you to think, ""We got him!""",1,1.0400000000000205,"#51, ","286.64, ","287.68, ",285.12,287.29
104,"00:04:47,370","00:04:50,540","You're just looking at your watch. ""There's no way this guy did this shit.""",1,10.990000000000009,"#52, ","289.51, ","300.5, ",287.37,290.54
105,"00:04:50,624","00:04:51,875",[laughter],0,0.0,,,,290.62,291.88
106,"00:04:51,958","00:04:54,336","""There's, like, another 45 minutes left.""",0,0.0,,,,291.96,294.34
107,"00:04:55,128","00:04:56,671","""This can't be the guy.",0,0.0,,,,295.13,296.67
108,"00:04:56,755","00:04:57,964","Who's the real guy?""",0,0.0,,,,296.75,297.96
109,"00:04:59,424","00:05:02,302","And that's when fucking Hillary, she fucking comes walking in.",1,2.089999999999975,"#53, ","302.19, ","304.28, ",299.42,302.3
110,"00:05:03,428","00:05:05,806","Yeah, she goes to those Bilderberg meetings, you know,",0,0.0,,,,303.43,305.81
111,"00:05:05,889","00:05:08,517",where they dress up like pheasants and they fuck each other.,0,0.0,,,,305.89,308.52
112,"00:05:08,600","00:05:09,601",Right?,1,2.0400000000000205,"#54, ","308.95, ","310.99, ",308.6,309.6
113,"00:05:10,227","00:05:12,729",Sacrifice some employee from a Best Buy.,1,2.0399999999999636,"#55, ","312.91, ","314.95, ",310.23,312.73
114,"00:05:14,314","00:05:16,483",Fight over his name tag for a trophy.,0,0.0,,,,314.31,316.48
115,"00:05:16,566","00:05:17,567",Right?,2,5.990000000000009,"#56, #57, ","316.75, 319.13, ","317.96, 323.91, ",316.57,317.57
116,"00:05:20,278","00:05:22,697",Who do you pick? I've got no idea.,0,0.0,,,,320.28,322.7
117,"00:05:22,781","00:05:25,700","So I've just been, like, regressing. I can't deal with this shit.",0,0.0,,,,322.78,325.7
118,"00:05:25,784","00:05:27,202",I just want to hit pause.,0,0.0,,,,325.78,327.2
119,"00:05:27,285","00:05:30,372","I don't want this election to fucking happen, so I've just been regressing,",0,0.0,,,,327.29,330.37
120,"00:05:30,455","00:05:34,209",and I'm just watching the dumbest shit I possibly can.,1,1.3700000000000045,"#58, ","331.73, ","333.1, ",330.45,334.21
121,"00:05:34,292","00:05:35,544","You know, morning time,",0,0.0,,,,334.29,335.54
122,"00:05:35,627","00:05:38,547",those stupid talk shows to get soccer moms' day started.,0,0.0,,,,335.63,338.55
123,"00:05:39,047","00:05:41,591","You know, they have all those non-thinking stories.",0,0.0,,,,339.05,341.59
124,"00:05:41,675","00:05:43,635","""You love him. He's your best friend.",0,0.0,,,,341.68,343.63
125,"00:05:43,718","00:05:44,928","But did you ever wonder,",0,0.0,,,,343.72,344.93
126,"00:05:45,011","00:05:48,306","what does your dog do when you're not home?""",1,2.5500000000000114,"#59, ","347.59, ","350.14, ",345.01,348.31
127,"00:05:49,099","00:05:51,434","""The next video may surprise you.""",1,16.210000000000036,"#60, ","350.64, ","366.85, ",349.1,351.43
128,"00:05:51,518","00:05:55,397","And I just... ""Fill it up! Fill up my brain with this dumb shit!",0,0.0,,,,351.52,355.4
129,"00:05:55,480","00:05:57,941","I don't want to deal with what's really going on.""",0,0.0,,,,355.48,357.94
130,"00:05:58,692","00:06:01,528","""Nationwide heroin epidemic? Fuck that!""",0,0.0,,,,358.69,361.53
131,"00:06:02,279","00:06:04,114","""It's National Taco Day.",0,0.0,,,,362.28,364.11
132,"00:06:04,197","00:06:06,700",We've got Tony from Tony's Taco.,0,0.0,,,,364.2,366.7
133,"00:06:06,783","00:06:10,120","Tony, what is it that makes a great taco?""",1,4.0,"#61, ","367.54, ","371.54, ",366.78,370.12
134,"00:06:10,620","00:06:13,123","""Well, it's all about starting out with the tortilla.""",1,2.569999999999993,"#62, ","372.96, ","375.53, ",370.62,373.12
135,"00:06:13,748","00:06:17,002","Like, watching them making pancakes and all that shit.",1,1.2800000000000296,"#63, ","376.69, ","377.97, ",373.75,377.0
136,"00:06:17,544","00:06:20,213","Talking to the ladies, talking about body issues.",0,0.0,,,,377.54,380.21
137,"00:06:20,297","00:06:21,756",They always talk about body issues.,1,1.3100000000000023,"#64, ","381.16, ","382.47, ",380.3,381.76
138,"00:06:21,840","00:06:24,718","That's the dumbest one ever, when they talk about Hollywood.",0,0.0,,,,381.84,384.72
139,"00:06:24,801","00:06:29,306","""Hollywood, they create these impossible body images. Blah-blah-blah.""",1,1.4399999999999977,"#65, ","385.35, ","386.79, ",384.8,389.31
140,"00:06:29,389","00:06:32,183","You know, that whole thing. The plus-size actress.",1,0.839999999999975,"#66, ","390.99, ","391.83, ",389.39,392.18
141,"00:06:32,267","00:06:33,268",Right?,0,0.0,,,,392.27,393.27
142,"00:06:33,351","00:06:34,519",The fatties.,1,2.910000000000025,"#67, ","394.65, ","397.56, ",393.35,394.52
143,"00:06:35,020","00:06:37,188",You know? That's like a big thing.,0,0.0,,,,395.02,397.19
144,"00:06:37,272","00:06:39,649",They're sick of being treated like fat people.,1,0.9099999999999682,"#68, ","399.17, ","400.08, ",397.27,399.65
145,"00:06:40,358","00:06:41,443",I don't know what it is.,0,0.0,,,,400.36,401.44
146,"00:06:41,526","00:06:44,821","They're going on the cover of magazines now, just showing how fat they are,",1,1.1399999999999864,"#69, ","403.12, ","404.26, ",401.53,404.82
147,"00:06:44,904","00:06:48,241","wearing a little amount of clothes, and everybody's, like, hyping 'em up.",0,0.0,,,,404.9,408.24
148,"00:06:48,325","00:06:50,702","Like, ""Oh, my God. That's so brave!",1,4.009999999999991,"#70, ","410.52, ","414.53, ",408.32,410.7
149,"00:06:50,785","00:06:52,704","That's so courageous!""",0,0.0,,,,410.79,412.7
150,"00:06:53,413","00:06:55,582","I'm not saying it doesn't take balls,",0,0.0,,,,413.41,415.58
151,"00:06:55,665","00:06:57,626",but that's a bit of an overreach,1,0.9000000000000341,"#71, ","417.14, ","418.04, ",415.67,417.63
152,"00:06:57,709","00:07:00,211","with the word ""brave,"" right?",1,1.009999999999991,"#72, ","419.64, ","420.65, ",417.71,420.21
153,"00:07:01,046","00:07:04,507","Like, what am I supposed to do if I ever see a fireman running out of a building",1,0.7400000000000091,"#73, ","421.44, ","422.18, ",421.05,424.51
154,"00:07:04,591","00:07:06,176",carrying a baby and an old lady?,0,0.0,,,,424.59,426.18
155,"00:07:06,259","00:07:08,678","Am I gonna sit there like, ""Oh, my God!",1,12.269999999999982,"#74, ","427.73, ","440.0, ",426.26,428.68
156,"00:07:08,762","00:07:10,805",You're like a fat actress,0,0.0,,,,428.76,430.81
157,"00:07:10,889","00:07:12,724",that takes her shirt off,0,0.0,,,,430.89,432.72
158,"00:07:12,807","00:07:14,601",to do a magazine shoot,0,0.0,,,,432.81,434.6
159,"00:07:14,684","00:07:16,394","to promote the movie she's in""?",0,0.0,,,,434.68,436.39
160,"00:07:16,478","00:07:17,687",[cheering],0,0.0,,,,436.48,437.69
161,"00:07:19,648","00:07:23,485","Now, look, I know you're not supposed to make fun of fat people.",0,0.0,,,,439.65,443.49
162,"00:07:23,568","00:07:25,278","I understand, all right?",1,1.4300000000000068,"#75, ","444.94, ","446.37, ",443.57,445.28
163,"00:07:25,362","00:07:26,696","I don't know why, though.",1,2.6399999999999864,"#76, ","447.44, ","450.08, ",445.36,446.7
164,"00:07:26,780","00:07:27,989",[laughter],0,0.0,,,,446.78,447.99
165,"00:07:28,865","00:07:32,118","Why? They're not a race, they're not a religion.",1,4.890000000000043,"#77, ","451.33, ","456.22, ",448.87,452.12
166,"00:07:32,202","00:07:33,662",It's totally curable.,0,0.0,,,,452.2,453.66
167,"00:07:34,162","00:07:37,457","Eat an apple and go for a walk, you know?",1,4.2999999999999545,"#78, ","456.72, ","461.02, ",454.16,457.46
168,"00:07:37,958","00:07:40,794",Why are you yelling at everybody else?,0,0.0,,,,457.96,460.79
169,"00:07:41,711","00:07:43,713",What the fuck are you giving me shit for?,1,13.759999999999991,"#79, ","463.38, ","477.14, ",461.71,463.71
170,"00:07:43,797","00:07:45,924",All right? You put the cookies in there!,0,0.0,,,,463.8,465.92
171,"00:07:46,007","00:07:47,008",I didn't!,0,0.0,,,,466.01,467.01
172,"00:07:47,801","00:07:49,511",How is this my problem?,0,0.0,,,,467.8,469.51
173,"00:07:51,221","00:07:55,016","Jesus Christ! You ate your way in, you can walk your way out.",0,0.0,,,,471.22,475.02
174,"00:07:55,517","00:07:58,979",All right? And just slowly start shedding the pounds.,1,7.529999999999973,"#80, ","477.54, ","485.07, ",475.52,478.98
175,"00:07:59,062","00:08:01,898",Shove some fucking lettuce in there,0,0.0,,,,479.06,481.9
176,"00:08:01,982","00:08:03,483",instead of a bunch of Ho Hos,0,0.0,,,,481.98,483.48
177,"00:08:03,566","00:08:05,443","and it's gonna come down,",0,0.0,,,,483.57,485.44
178,"00:08:05,527","00:08:07,529","and then you're on my side of the fence, right?",1,1.490000000000009,"#81, ","486.68, ","488.17, ",485.53,487.53
179,"00:08:07,612","00:08:09,155","Join me. Come on, say it with me.",0,0.0,,,,487.61,489.15
180,"00:08:09,239","00:08:11,866",Shame! Shame!,1,6.789999999999964,"#82, ","489.66, ","496.45, ",489.24,491.87
181,"00:08:12,742","00:08:13,742",Right?,0,0.0,,,,492.74,493.74
182,"00:08:14,911","00:08:15,745",[laughs],0,0.0,,,,494.91,495.75
183,"00:08:15,829","00:08:17,539",I know you're not supposed to shame.,0,0.0,,,,495.83,497.54
184,"00:08:17,622","00:08:19,249","You're not supposed to fat-shame,",1,0.9800000000000182,"#83, ","497.93, ","498.91, ",497.62,499.25
185,"00:08:19,332","00:08:21,084",you're not supposed to slut-shame.,0,0.0,,,,499.33,501.08
186,"00:08:21,626","00:08:23,211","They're, like, shaming shaming.",1,1.509999999999991,"#84, ","501.77, ","503.28, ",501.63,503.21
187,"00:08:23,878","00:08:26,131",People aren't supposed to walk around with any shame.,1,2.5600000000000023,"#85, ","505.08, ","507.64, ",503.88,506.13
188,"00:08:26,214","00:08:29,718","It's a legitimate human emotion, but you're not supposed to feel it at all.",0,0.0,,,,506.21,509.72
189,"00:08:29,801","00:08:32,345",You're supposed to just walk around like a dictator.,0,0.0,,,,509.8,512.35
190,"00:08:32,429","00:08:35,015",You're not gonna feel any shame? You've never felt shame?,0,0.0,,,,512.43,515.01
191,"00:08:35,098","00:08:37,976","You never had such a bad fucking night, the next morning, you woke up,",0,0.0,,,,515.1,517.98
192,"00:08:38,059","00:08:39,602",you couldn't even look in the mirror?,0,0.0,,,,518.06,519.6
193,"00:08:39,686","00:08:41,326","When you brush your teeth, you looked up.",1,0.8700000000000045,"#86, ","520.24, ","521.11, ",519.69,521.33
194,"00:08:41,396","00:08:43,606","You're like, ""Oh, you fucking piece of shit.",1,16.600000000000023,"#87, ","522.65, ","539.25, ",521.4,523.61
195,"00:08:43,690","00:08:45,191",Wow! Wow!,0,0.0,,,,523.69,525.19
196,"00:08:45,275","00:08:47,277","Even for you, that was bad.",0,0.0,,,,525.27,527.28
197,"00:08:47,360","00:08:49,195","Lights out, curtains drawn,",0,0.0,,,,527.36,529.2
198,"00:08:49,279","00:08:51,072","until at least two in the afternoon,",0,0.0,,,,529.28,531.07
199,"00:08:51,156","00:08:52,741","before I can even look at you,",0,0.0,,,,531.16,532.74
200,"00:08:52,824","00:08:54,743","you fucking piece of shit!""",0,0.0,,,,532.82,534.74
201,"00:08:54,826","00:08:56,244",[laughter],0,0.0,,,,534.83,536.24
202,"00:08:56,327","00:08:58,163","Yeah, you're supposed to have no shame?",0,0.0,,,,536.33,538.16
203,"00:08:58,246","00:08:59,539",That's the new world?,0,0.0,,,,538.25,539.54
204,"00:08:59,622","00:09:01,916","You're just gonna walk around, sucking dick,",0,0.0,,,,539.62,541.92
205,"00:09:02,000","00:09:03,460","you know, eating cookies,",1,0.92999999999995,"#88, ","543.08, ","544.01, ",542.0,543.46
206,"00:09:03,543","00:09:06,254","and just show up, and nobody's supposed to say anything?",1,4.079999999999927,"#89, ","544.97, ","549.05, ",543.54,546.25
207,"00:09:06,337","00:09:07,839",No one's supposed to have an opinion?,0,0.0,,,,546.34,547.84
208,"00:09:07,922","00:09:10,425","""Well, that's gonna go off the rails pretty soon.""",1,2.980000000000018,"#90, ","550.17, ","553.15, ",547.92,550.42
209,"00:09:10,508","00:09:11,718",[laughter],0,0.0,,,,550.51,551.72
210,"00:09:13,970","00:09:15,722","I know, it's probably mean to do this stuff,",0,0.0,,,,553.97,555.72
211,"00:09:15,805","00:09:18,183","but, like, you can only have so much sympathy.",0,0.0,,,,555.8,558.18
212,"00:09:18,266","00:09:20,727",There's so much stuff you can care about.,1,1.419999999999959,"#91, ","560.26, ","561.68, ",558.27,560.73
213,"00:09:20,810","00:09:24,022",You know what happened to me that changed my life? I did a gig in India. Right?,0,0.0,,,,560.81,564.02
214,"00:09:24,105","00:09:27,650","Unbelievably great people, but some of the stuff I saw, I'll never forget.",0,0.0,,,,564.11,567.65
215,"00:09:27,734","00:09:29,235","Literally, I did a gig in India,",0,0.0,,,,567.73,569.24
216,"00:09:29,319","00:09:32,614","I saw a toddler take a shit between two parked cars,",1,0.6499999999999773,"#92, ","570.28, ","570.93, ",569.32,572.61
217,"00:09:32,697","00:09:35,575","walked away, no pants or parents,",0,0.0,,,,572.7,575.58
218,"00:09:35,658","00:09:37,660",and then disappeared into the crowd,1,0.9800000000000182,"#93, ","575.68, ","576.66, ",575.66,577.66
219,"00:09:37,744","00:09:38,995",like Hannibal Lecter,0,0.0,,,,577.74,579.0
220,"00:09:39,079","00:09:41,081",at the end of <i>Silence Of The Lambs</i>.,1,9.399999999999977,"#94, ","579.35, ","588.75, ",579.08,581.08
221,"00:09:41,164","00:09:42,373",[laughter],0,0.0,,,,581.16,582.37
222,"00:09:42,457","00:09:46,377",It's one of the most heartbreaking things I've ever seen in my life.,0,0.0,,,,582.46,586.38
223,"00:09:46,920","00:09:48,840","And then I come back to my country and it's like,",0,0.0,,,,586.92,588.84
224,"00:09:48,922","00:09:53,176","""The studio said I have to lose 15 pounds to star in a movie.""",1,1.3700000000000045,"#95, ","591.67, ","593.04, ",588.92,593.18
225,"00:09:53,259","00:09:55,512","Well, then start running, you fat fuck!",1,8.120000000000005,"#96, ","594.04, ","602.16, ",593.26,595.51
226,"00:09:56,137","00:09:57,889",That's your big complaint in life?,0,0.0,,,,596.14,597.89
227,"00:10:01,101","00:10:03,311",You know what it is about these fatties?,0,0.0,,,,601.1,603.31
228,"00:10:03,394","00:10:04,813",Do you know what it really is?,1,1.4700000000000273,"#97, ","604.27, ","605.74, ",603.39,604.81
229,"00:10:05,396","00:10:07,232",They have no respect,1,1.150000000000091,"#98, ","606.31, ","607.46, ",605.4,607.23
230,"00:10:07,315","00:10:10,527",for the amount of sacrifice and dedication it takes,0,0.0,,,,607.32,610.53
231,"00:10:10,610","00:10:13,988","to truly get in, like, magazine-level shape, which is the...",0,0.0,,,,610.61,613.99
232,"00:10:14,072","00:10:15,323",You ever try to get abs?,0,0.0,,,,614.07,615.32
233,"00:10:15,406","00:10:18,618",You ever tried to get all the abs down here? You ever tried to do it?,1,4.259999999999991,"#99, ","617.87, ","622.13, ",615.41,618.62
234,"00:10:18,701","00:10:20,161",It's fucking impossible!,0,0.0,,,,618.7,620.16
235,"00:10:21,162","00:10:22,288","Past the age of 19,",0,0.0,,,,621.16,622.29
236,"00:10:22,372","00:10:24,916",you can't do it without tons of help.,1,3.8199999999999363,"#100, ","622.86, ","626.68, ",622.37,624.92
